Name,Email,Mobile
"
            Vindhyavasini Kanya Inter College            210626
",kalynanijimishra@gmail.com,9473706070
"
            Shivaji Inter College            210627
",shyamsinghyogsansthan@gmail.com,945104858
"
            Netaji Subhash Chandra Bose            210628
",,9721209566
"
            Pallavi Model School            470200
",pallavischool@gmail.com,
"
            Simanta Nachhimpur Gram Panchayat            410139
",,"9237031325, 9238689380"
"
            Madarsa Faiz E Aam            M21605
",,9918189276
"
            Madarsa Faiz E Aam            M38306
",,9918189276
"
            Govt. Higher Secondary School(boys)            290157
",govtboys2009@rediffmail.com,
"
            Paramount Senior Secondary School            050483
",paramountsrs@gmail.com,"9813915516, 9992864774"
"
            Ramakrishna Math Vivekananda Veda Vidyalaya            450159
",rkmveda@gmail.com,9748383841
"
            Dhamma Dipa School            200034
",dr_dhammapiya@yahoo.com,
"
            Teresa International Academy            030393
",tianios@gmail.com,6122927001
"
            Manav Bharti Heritage            030394
",manavabharatiheritage.school@gmail.com,
"
            Govind Bhabhishya Bharti Shiksha            030395
",gbbsssadan@gmail.com,
"
            St. John Secondary School            030396
",,
"
            Vidyapati Public School            030397
",vidyapati1247@yahoo.com,
"
            New Horizon School            030399
",nhs.bhagalpur@gmail.com,
"
            Central Jail            J10002
",cjindore@gmail.com,
"
            Mathagondapalli Model School            190105
",info@ricemms.com,9751184947
"
            International Sai Shankar Public            100270
",inssps.neemuch@gmail.com,"9667809118, 7879667773"
"
            Divine Light School            340252
",divinelightschool2006@yahoo.com,"9410972929, 9410972929"
"
            F.s.d. Senior Secondary School            160103
",fsd.jaurkianmansa@gmail.com,9592626771
"
            Govt. Sr. Sec. School            170287
",,
"
            Shri Diwan Singh Inter College            210632
",vishal.balden@gmail.com,
"
            Govt. Senior Secondary School            180022
",yangangschool@gmail.com,
"
            Banjarawala Dehra Public            340253
",pradeepmaithauni84@gmail.com,
"
            Angel High School            M03400
",angel.highschool@yahoo.in,9709997271
"
            M.r.vivekananda Model School            270481
",,
"
            Oriental Public School            M29158
",,
"
            James Convent School            270482
",jamesconventschool@gmail.com,
"
            Pioneer Senior Secondary School            050486
",pioneersch@gmail.com,
"
            Shakuntala Patil Residential School            080054
",sprschool19@gmail.com,
"
            V.p. Senior Secondary School            050487
",upschool91@gmail.com,
"
            Pushpa Kanya Sr. Secondary School            050489
",jaihindrathi@gmail.com,"9813503002, 0941634697"
"
            Sangam Senior Seconary School            050490
",sangants2011@gmail.com,
"
            Vishvakarma High School            050491
",vkpublicschool@gmail.com,"9991630911, 9671357916"
"
            S.d. Senior Secondary School            050492
",sdsss816@rediffmail.com,
"
            Maharishi Dayanand High School            050493
",mdkhdan@yahoo.com,9992498718
"
            Sardar Raj Narayan Yadav Inter            210633
",,
"
            Shri Chhote Lal Dwivedi Inter-            210634
",c@gmail.com,812708264
"
            Jay Maa Durge Inter College            210635
",sandeeptripathirlic111@gmail.com,9936599299
"
            S.b.d.m. Intermediate College            210636
",,
"
            Dr. Rajender Prasad Memorial Inter            210638
",drkrishna.1@gmail.com,
"
            Sh. Ramesh Chandra I.c. Sonai            210639
",pdp_mtr@yahoo.co.in,
"
            Om Shankar Intermediate College            210640
",,9598729991
"
            Chandra Bhushan Singh Memorial            450160
",cbsmrshi@gmail.com,
"
            Madarsa M. I. Public School            M21641
",javed379@yahoo.com,9452548320
"
            Madarsa M.i. Public School            M38325
",javed379@yahoo.com,9452548320
"
            Swami Guru Charan Dass S.d.sr.sec.            050495
",sdschool344@yahoo.in,9812568344
"
            Golden Valley High School            050497
",goldenvalley2823@gmail.com,9991604738
"
            Sh. Lal Bahadur Shastri High School            050494
",mkwdhw@yahoo.com,8053166475
"
            Meerut Girls Inter College            M21642
",,"8171000432, 9897161699"
"
            Meerut Girls Inter College            M38326
",meerutgirlsintercollege@gmail.com,9897161699
"
            Nav Chetna Senior Secondary School            050498
",bpsbadhra1@gmail.com,9998584625
"
            Al Jamia Tul Alalia Al Alaiya Al            M38327
",makhdoomasraf_mission@yahoo.com,960995782
"
            Rashtra Bharti Sr.secondary School            170288
",,
"
            Nehru Higher Secondary School            100271
",nv53280@gmail.com,
"
            Sakshi High School            100272
",sanju.mishra100@yahoo.com,9425996600
"
            Study Hall            210644
",nios@studyhallfoundation.org,
"
            Chakdaha Model School            220105
",cms71095@gmail.com,
"
            Kendriya Vidyalaya            470001
",kv1afa@yahoo.com,8179769402
"
            Nav Jyoti Senior Secondary School            050500
",njpspithrawas@gmail.com,
"
            Shiv Modern Senior Secondary School            M27476
",shiv_modern@hotmail.com,112527993
"
            Saraswati Vidya Mandir Senior            160105
",rksaraswati08@gmail.com,9501099297
"
            Rajindra Sr.Sec. Public School            160106
",shivommittal1@gmail.com,9417340072
"
            Madarsa Bright Star            M10244
",,
"
            Circle Jail            J41110
",,
"
            Madarsa Aaliya Shahbaz  Ul Uloom            M34246
",madarsaaaliya@gmail.com,8477878692
"
            Madarsa Jamia Alvia Islahul Qaum            M34247
",jamiaalvia@gmail.com,9917771430
"
            Madarsa Aaliya Shahbaz Ul Uloom            M38318
",madarsaaaliya@gmail.com,
"
            Madarsa Jamia Alvia Islahul Qaum            M38319
",jamiaalvia@gmail.com,
"
            Aliya Senior Secondary School            400067
",,4994236539
"
            Madarsa Noorul Uloom            M10273
",madarsanoorululoom786@gmail.com,
"
            Fortune Convent Sr. Sec. School            160108
",fortuneschoolsangrur@gmail.com,9814803141
"
            Janki Vidyalaya            040055
",jankividhyalaya1321@gmail.com,9409407064
"
            Bansidhar Vidyalaya            040056
",bansidharvidhyalayajunagadh@gmail.com,
"
            D. A. V. Public School            150190
",davtensa@yahoo.co.in,
"
            Ideal High School            470003
",ideal.school@hotmail.com,
"
            Kendriya Vidyalaya            270485
",,
"
            The Study Lecole International            310010
",thestudyschool@gmail.com,
"
            SRUSTI (Society For Rural Upliftment & Socio  Technological Initiative)            454101
",bisajitpadhi@hotmail.com,
"
            Aakansha International School            170289
",aisthegurukul2007@redimail.com,
"
            Joys & Campion Public Sr.sec.school            100274
",,
"
            Sh Mahadev Jee Mahant Jayramyati            210651
",rameshyadav2013@gmail.com,
"
            Sunbeam Academy            210647
",sunbeamacademy_vns@yahoo.com,
"
            G.d.mission Public School            030401
",gdmissionpublicschool@gmail.com,
"
            Infant Jesus Residential School            M09092
",,4868272808
"
            Children Academy            210652
",chsalarpur07@gmail.com,
"
            Samrat Ashok Inter College            210653
",samratashokcollege@gmail.com,9450720126
"
            Gyandeep Adarsh Senior Secondary Sc            170290
",,9929023959
"
            Malda Railway High School            220107
",subratakumarsukul@gmail.com,
"
            Bhagirath Public School            210650
",kamkus.law@gmail.com,"9310006444, 9810006444"
"
            S.b.n. Public School            210649
",pushparawat@gmail.com,
"
            J.d. Public Inter College            210654
",ved.hdi@gmail.com,8858885361
"
            Morning Star Children's Academy            210656
",msca_orai@rediffmail.com,
"
            Colonel Public School            160109
",sarita.singh465@gmail.com,
"
            Aanchal International School            250013
",aanchalschool@gmail.com,
"
            National Centre For Excellence            080055
",vketncfe@gmail.com,
"
            Paramount Academy            030403
",paramountacademytrp@gmail.com,
"
            Kendriya Vidyalaya            220108
",kvmalda@yahoo.com,
"
            Kendriya Vidyalaya            220109
",kvapdj@gmail.com,
"
            Kendriya Vidyalaya            220110
",raiganjkv996@gmail.com,
"
            KENDRIYA VIDYALAYA IIMC JOKA            220111
",kvjoka@gmail.com,9062412346
"
            Lohia Nagar Mount Carmel High            030402
",,
"
            Kothari International School            210657
",info@kotharischool.edu.in,
"
            T.s.w.r.school/jr,college(b)            470008
",,
"
            T.s.w.r.school/jr.college(b)            370106
",,
"
            T.s.w.rschool Jr.college(b),            470011
",apswrjcarp@gmail.com,9959226851
"
            T.s.w.r.school Jr.college(g),            370109
",apswrjcarp@gmail.com,9959226851
"
            T.s.w.r.school/jr.college(g),            470015
",prl.mdk.ramayampet@swrs.telengana.gov.in,9704550245
"
            Infant Jesus Residential School            M40068
",,4868272808
"
            Govt. Inter College            340257
",,
"
            K.c. Mount Fort School            030404
",,9334906406
"
            Madarsa Ahle Sunnat Kitabul Uloom            M21646
",mask01626@gmail.com,945235889
"
            Madarsa Ahle Sunnat Kitabul Uloom            M38329
",mask01626@gmail.com,945235889
"
            Sri Guru Govind Singh Public            M07051
",singhgurtaj1@gmail.com,
"
            Sri Guru Govind Singh Public            M38328
",singhgurtaj1@gmail.com,
"
            Abrar Hussain Inter College            M21645
",abrarhussain1202@gmail.com,9838161224
"
            H.s.d. Girls Sr. Sec. School            160110
",hsdseniorsecondaryschool@gmail.com,9463228620
